,Unnamed: 0,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
5244,9270,oulucasia,nir,data/B_OriginalImg/NI/Strong/P036/Sadness/012.jpeg,012.jpeg,oulucasia-P036-Sadness-012.jpg,P036,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5245,9271,oulucasia,nir,data/B_OriginalImg/NI/Strong/P036/Sadness/011.jpeg,011.jpeg,oulucasia-P036-Sadness-011.jpg,P036,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5246,9272,oulucasia,nir,data/B_OriginalImg/NI/Strong/P036/Surprise/004.jpeg,004.jpeg,oulucasia-P036-Surprise-004.jpg,P036,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5247,9273,oulucasia,nir,data/B_OriginalImg/NI/Strong/P036/Surprise/010.jpeg,010.jpeg,oulucasia-P036-Surprise-010.jpg,P036,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5248,9274,oulucasia,nir,data/B_OriginalImg/NI/Strong/P036/Surprise/007.jpeg,007.jpeg,oulucasia-P036-Surprise-007.jpg,P036,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5249,9275,oulucasia,nir,data/B_OriginalImg/NI/Strong/P036/Surprise/011.jpeg,011.jpeg,oulucasia-P036-Surprise-011.jpg,P036,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5250,9276,oulucasia,nir,data/B_OriginalImg/NI/Strong/P036/Surprise/000.jpeg,000.jpeg,oulucasia-P036-Surprise-000.jpg,P036,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5251,9277,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Anger/010.jpeg,010.jpeg,oulucasia-P037-Anger-010.jpg,P037,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5252,9278,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Anger/015.jpeg,015.jpeg,oulucasia-P037-Anger-015.jpg,P037,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5253,9279,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Anger/007.jpeg,007.jpeg,oulucasia-P037-Anger-007.jpg,P037,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5254,9280,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Anger/002.jpeg,002.jpeg,oulucasia-P037-Anger-002.jpg,P037,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5255,9281,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Anger/004.jpeg,004.jpeg,oulucasia-P037-Anger-004.jpg,P037,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5256,9282,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Disgust/003.jpeg,003.jpeg,oulucasia-P037-Disgust-003.jpg,P037,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5257,9283,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Disgust/010.jpeg,010.jpeg,oulucasia-P037-Disgust-010.jpg,P037,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5258,9284,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Disgust/000.jpeg,000.jpeg,oulucasia-P037-Disgust-000.jpg,P037,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5259,9285,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Disgust/009.jpeg,009.jpeg,oulucasia-P037-Disgust-009.jpg,P037,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5260,9286,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Disgust/012.jpeg,012.jpeg,oulucasia-P037-Disgust-012.jpg,P037,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5261,9287,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Fear/013.jpeg,013.jpeg,oulucasia-P037-Fear-013.jpg,P037,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5262,9288,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Fear/011.jpeg,011.jpeg,oulucasia-P037-Fear-011.jpg,P037,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5263,9289,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Fear/006.jpeg,006.jpeg,oulucasia-P037-Fear-006.jpg,P037,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5264,9290,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Fear/009.jpeg,009.jpeg,oulucasia-P037-Fear-009.jpg,P037,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5265,9291,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Fear/012.jpeg,012.jpeg,oulucasia-P037-Fear-012.jpg,P037,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5266,9292,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Happiness/006.jpeg,006.jpeg,oulucasia-P037-Happiness-006.jpg,P037,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5267,9293,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Happiness/007.jpeg,007.jpeg,oulucasia-P037-Happiness-007.jpg,P037,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5268,9294,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Happiness/002.jpeg,002.jpeg,oulucasia-P037-Happiness-002.jpg,P037,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5269,9295,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Happiness/014.jpeg,014.jpeg,oulucasia-P037-Happiness-014.jpg,P037,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5270,9296,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Happiness/000.jpeg,000.jpeg,oulucasia-P037-Happiness-000.jpg,P037,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5271,9297,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Sadness/006.jpeg,006.jpeg,oulucasia-P037-Sadness-006.jpg,P037,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5272,9298,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Sadness/000.jpeg,000.jpeg,oulucasia-P037-Sadness-000.jpg,P037,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5273,9299,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Sadness/011.jpeg,011.jpeg,oulucasia-P037-Sadness-011.jpg,P037,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5274,9300,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Sadness/012.jpeg,012.jpeg,oulucasia-P037-Sadness-012.jpg,P037,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5275,9301,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Sadness/005.jpeg,005.jpeg,oulucasia-P037-Sadness-005.jpg,P037,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5276,9302,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Surprise/008.jpeg,008.jpeg,oulucasia-P037-Surprise-008.jpg,P037,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5277,9303,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Surprise/018.jpeg,018.jpeg,oulucasia-P037-Surprise-018.jpg,P037,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
5278,9304,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Surprise/014.jpeg,014.jpeg,oulucasia-P037-Surprise-014.jpg,P037,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5279,9305,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Surprise/003.jpeg,003.jpeg,oulucasia-P037-Surprise-003.jpg,P037,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5280,9306,oulucasia,nir,data/B_OriginalImg/NI/Strong/P037/Surprise/001.jpeg,001.jpeg,oulucasia-P037-Surprise-001.jpg,P037,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5281,9307,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Anger/000.jpeg,000.jpeg,oulucasia-P038-Anger-000.jpg,P038,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5282,9308,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Anger/008.jpeg,008.jpeg,oulucasia-P038-Anger-008.jpg,P038,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5283,9309,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Anger/005.jpeg,005.jpeg,oulucasia-P038-Anger-005.jpg,P038,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5284,9310,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Anger/018.jpeg,018.jpeg,oulucasia-P038-Anger-018.jpg,P038,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5285,9311,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Anger/016.jpeg,016.jpeg,oulucasia-P038-Anger-016.jpg,P038,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5286,9312,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Disgust/005.jpeg,005.jpeg,oulucasia-P038-Disgust-005.jpg,P038,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5287,9313,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Disgust/004.jpeg,004.jpeg,oulucasia-P038-Disgust-004.jpg,P038,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5288,9314,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Disgust/000.jpeg,000.jpeg,oulucasia-P038-Disgust-000.jpg,P038,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5289,9315,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Disgust/010.jpeg,010.jpeg,oulucasia-P038-Disgust-010.jpg,P038,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5290,9316,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Disgust/002.jpeg,002.jpeg,oulucasia-P038-Disgust-002.jpg,P038,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5291,9317,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Fear/001.jpeg,001.jpeg,oulucasia-P038-Fear-001.jpg,P038,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5292,9318,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Fear/009.jpeg,009.jpeg,oulucasia-P038-Fear-009.jpg,P038,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5293,9319,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Fear/006.jpeg,006.jpeg,oulucasia-P038-Fear-006.jpg,P038,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5294,9320,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Fear/011.jpeg,011.jpeg,oulucasia-P038-Fear-011.jpg,P038,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5295,9321,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Fear/000.jpeg,000.jpeg,oulucasia-P038-Fear-000.jpg,P038,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5296,9322,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Happiness/012.jpeg,012.jpeg,oulucasia-P038-Happiness-012.jpg,P038,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5297,9323,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Happiness/030.jpeg,030.jpeg,oulucasia-P038-Happiness-030.jpg,P038,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5298,9324,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Happiness/016.jpeg,016.jpeg,oulucasia-P038-Happiness-016.jpg,P038,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5299,9325,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Happiness/045.jpeg,045.jpeg,oulucasia-P038-Happiness-045.jpg,P038,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5300,9326,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Happiness/042.jpeg,042.jpeg,oulucasia-P038-Happiness-042.jpg,P038,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
5301,9327,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Sadness/018.jpeg,018.jpeg,oulucasia-P038-Sadness-018.jpg,P038,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5302,9328,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Sadness/012.jpeg,012.jpeg,oulucasia-P038-Sadness-012.jpg,P038,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5303,9329,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Sadness/022.jpeg,022.jpeg,oulucasia-P038-Sadness-022.jpg,P038,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5304,9330,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Sadness/019.jpeg,019.jpeg,oulucasia-P038-Sadness-019.jpg,P038,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
5305,9331,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Sadness/011.jpeg,011.jpeg,oulucasia-P038-Sadness-011.jpg,P038,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
5306,9332,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Surprise/004.jpeg,004.jpeg,oulucasia-P038-Surprise-004.jpg,P038,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5307,9333,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Surprise/007.jpeg,007.jpeg,oulucasia-P038-Surprise-007.jpg,P038,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5308,9334,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Surprise/012.jpeg,012.jpeg,oulucasia-P038-Surprise-012.jpg,P038,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5309,9335,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Surprise/008.jpeg,008.jpeg,oulucasia-P038-Surprise-008.jpg,P038,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5310,9336,oulucasia,nir,data/B_OriginalImg/NI/Strong/P038/Surprise/005.jpeg,005.jpeg,oulucasia-P038-Surprise-005.jpg,P038,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
5311,9337,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Anger/001.jpeg,001.jpeg,oulucasia-P039-Anger-001.jpg,P039,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5312,9338,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Anger/010.jpeg,010.jpeg,oulucasia-P039-Anger-010.jpg,P039,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,test
5313,9339,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Anger/021.jpeg,021.jpeg,oulucasia-P039-Anger-021.jpg,P039,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,test
5314,9340,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Anger/023.jpeg,023.jpeg,oulucasia-P039-Anger-023.jpg,P039,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,test
5315,9341,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Anger/002.jpeg,002.jpeg,oulucasia-P039-Anger-002.jpg,P039,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5316,9342,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Disgust/022.jpeg,022.jpeg,oulucasia-P039-Disgust-022.jpg,P039,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,test
5317,9343,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Disgust/005.jpeg,005.jpeg,oulucasia-P039-Disgust-005.jpg,P039,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5318,9344,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Disgust/016.jpeg,016.jpeg,oulucasia-P039-Disgust-016.jpg,P039,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,test
5319,9345,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Disgust/003.jpeg,003.jpeg,oulucasia-P039-Disgust-003.jpg,P039,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5320,9346,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Disgust/021.jpeg,021.jpeg,oulucasia-P039-Disgust-021.jpg,P039,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,test
5321,9347,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Fear/011.jpeg,011.jpeg,oulucasia-P039-Fear-011.jpg,P039,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,test
5322,9348,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Fear/015.jpeg,015.jpeg,oulucasia-P039-Fear-015.jpg,P039,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,test
5323,9349,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Fear/016.jpeg,016.jpeg,oulucasia-P039-Fear-016.jpg,P039,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,test
5324,9350,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Fear/009.jpeg,009.jpeg,oulucasia-P039-Fear-009.jpg,P039,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,test
5325,9351,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Fear/001.jpeg,001.jpeg,oulucasia-P039-Fear-001.jpg,P039,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5326,9352,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Happiness/010.jpeg,010.jpeg,oulucasia-P039-Happiness-010.jpg,P039,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,test
5327,9353,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Happiness/008.jpeg,008.jpeg,oulucasia-P039-Happiness-008.jpg,P039,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,test
5328,9354,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Happiness/000.jpeg,000.jpeg,oulucasia-P039-Happiness-000.jpg,P039,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5329,9355,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Happiness/007.jpeg,007.jpeg,oulucasia-P039-Happiness-007.jpg,P039,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,test
5330,9356,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Happiness/006.jpeg,006.jpeg,oulucasia-P039-Happiness-006.jpg,P039,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,test
5331,9357,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Sadness/007.jpeg,007.jpeg,oulucasia-P039-Sadness-007.jpg,P039,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,test
5332,9358,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Sadness/004.jpeg,004.jpeg,oulucasia-P039-Sadness-004.jpg,P039,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5333,9359,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Sadness/008.jpeg,008.jpeg,oulucasia-P039-Sadness-008.jpg,P039,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,test
5334,9360,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Sadness/014.jpeg,014.jpeg,oulucasia-P039-Sadness-014.jpg,P039,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,test
5335,9361,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Sadness/012.jpeg,012.jpeg,oulucasia-P039-Sadness-012.jpg,P039,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,test
5336,9362,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Surprise/009.jpeg,009.jpeg,oulucasia-P039-Surprise-009.jpg,P039,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,test
5337,9363,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Surprise/004.jpeg,004.jpeg,oulucasia-P039-Surprise-004.jpg,P039,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5338,9364,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Surprise/018.jpeg,018.jpeg,oulucasia-P039-Surprise-018.jpg,P039,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,test
5339,9365,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Surprise/005.jpeg,005.jpeg,oulucasia-P039-Surprise-005.jpg,P039,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,test
5340,9366,oulucasia,nir,data/B_OriginalImg/NI/Strong/P039/Surprise/007.jpeg,007.jpeg,oulucasia-P039-Surprise-007.jpg,P039,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,test
5341,9367,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Anger/012.jpeg,012.jpeg,oulucasia-P040-Anger-012.jpg,P040,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5342,9368,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Anger/000.jpeg,000.jpeg,oulucasia-P040-Anger-000.jpg,P040,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5343,9369,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Anger/007.jpeg,007.jpeg,oulucasia-P040-Anger-007.jpg,P040,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
5344,9370,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Anger/013.jpeg,013.jpeg,oulucasia-P040-Anger-013.jpg,P040,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
5345,9371,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Anger/003.jpeg,003.jpeg,oulucasia-P040-Anger-003.jpg,P040,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5346,9372,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Disgust/001.jpeg,001.jpeg,oulucasia-P040-Disgust-001.jpg,P040,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5347,9373,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Disgust/009.jpeg,009.jpeg,oulucasia-P040-Disgust-009.jpg,P040,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5348,9374,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Disgust/006.jpeg,006.jpeg,oulucasia-P040-Disgust-006.jpg,P040,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5349,9375,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Disgust/017.jpeg,017.jpeg,oulucasia-P040-Disgust-017.jpg,P040,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
5350,9376,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Disgust/007.jpeg,007.jpeg,oulucasia-P040-Disgust-007.jpg,P040,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
5351,9377,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Fear/016.jpeg,016.jpeg,oulucasia-P040-Fear-016.jpg,P040,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5352,9378,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Fear/020.jpeg,020.jpeg,oulucasia-P040-Fear-020.jpg,P040,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5353,9379,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Fear/021.jpeg,021.jpeg,oulucasia-P040-Fear-021.jpg,P040,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
5354,9380,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Fear/000.jpeg,000.jpeg,oulucasia-P040-Fear-000.jpg,P040,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
5355,9381,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Fear/015.jpeg,015.jpeg,oulucasia-P040-Fear-015.jpg,P040,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
5356,9382,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Happiness/006.jpeg,006.jpeg,oulucasia-P040-Happiness-006.jpg,P040,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5357,9383,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Happiness/009.jpeg,009.jpeg,oulucasia-P040-Happiness-009.jpg,P040,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
5358,9384,oulucasia,nir,data/B_OriginalImg/NI/Strong/P040/Happiness/017.jpeg,017.jpeg,oulucasia-P040-Happiness-017.jpg,P040,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
