,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype
10200,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Sadness/015.jpeg,015.jpeg,oulucasia-P067-Sadness-015.jpg,P067,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10201,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Sadness/009.jpeg,009.jpeg,oulucasia-P067-Sadness-009.jpg,P067,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10202,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Surprise/022.jpeg,022.jpeg,oulucasia-P067-Surprise-022.jpg,P067,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10203,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Surprise/006.jpeg,006.jpeg,oulucasia-P067-Surprise-006.jpg,P067,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10204,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Surprise/009.jpeg,009.jpeg,oulucasia-P067-Surprise-009.jpg,P067,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10205,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Surprise/012.jpeg,012.jpeg,oulucasia-P067-Surprise-012.jpg,P067,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10206,oulucasia,nir,data/B_OriginalImg/NI/Strong/P067/Surprise/008.jpeg,008.jpeg,oulucasia-P067-Surprise-008.jpg,P067,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10207,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Anger/024.jpeg,024.jpeg,oulucasia-P068-Anger-024.jpg,P068,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10208,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Anger/016.jpeg,016.jpeg,oulucasia-P068-Anger-016.jpg,P068,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10209,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Anger/011.jpeg,011.jpeg,oulucasia-P068-Anger-011.jpg,P068,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10210,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Anger/022.jpeg,022.jpeg,oulucasia-P068-Anger-022.jpg,P068,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10211,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Anger/012.jpeg,012.jpeg,oulucasia-P068-Anger-012.jpg,P068,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10212,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Disgust/001.jpeg,001.jpeg,oulucasia-P068-Disgust-001.jpg,P068,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10213,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Disgust/020.jpeg,020.jpeg,oulucasia-P068-Disgust-020.jpg,P068,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10214,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Disgust/007.jpeg,007.jpeg,oulucasia-P068-Disgust-007.jpg,P068,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10215,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Disgust/014.jpeg,014.jpeg,oulucasia-P068-Disgust-014.jpg,P068,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10216,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Disgust/004.jpeg,004.jpeg,oulucasia-P068-Disgust-004.jpg,P068,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10217,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Fear/000.jpeg,000.jpeg,oulucasia-P068-Fear-000.jpg,P068,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10218,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Fear/011.jpeg,011.jpeg,oulucasia-P068-Fear-011.jpg,P068,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10219,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Fear/013.jpeg,013.jpeg,oulucasia-P068-Fear-013.jpg,P068,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10220,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Fear/023.jpeg,023.jpeg,oulucasia-P068-Fear-023.jpg,P068,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10221,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Fear/010.jpeg,010.jpeg,oulucasia-P068-Fear-010.jpg,P068,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10222,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Happiness/017.jpeg,017.jpeg,oulucasia-P068-Happiness-017.jpg,P068,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10223,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Happiness/007.jpeg,007.jpeg,oulucasia-P068-Happiness-007.jpg,P068,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10224,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Happiness/012.jpeg,012.jpeg,oulucasia-P068-Happiness-012.jpg,P068,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10225,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Happiness/016.jpeg,016.jpeg,oulucasia-P068-Happiness-016.jpg,P068,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10226,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Happiness/000.jpeg,000.jpeg,oulucasia-P068-Happiness-000.jpg,P068,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10227,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Sadness/003.jpeg,003.jpeg,oulucasia-P068-Sadness-003.jpg,P068,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10228,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Sadness/007.jpeg,007.jpeg,oulucasia-P068-Sadness-007.jpg,P068,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10229,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Sadness/009.jpeg,009.jpeg,oulucasia-P068-Sadness-009.jpg,P068,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10230,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Sadness/013.jpeg,013.jpeg,oulucasia-P068-Sadness-013.jpg,P068,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10231,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Sadness/011.jpeg,011.jpeg,oulucasia-P068-Sadness-011.jpg,P068,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10232,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Surprise/000.jpeg,000.jpeg,oulucasia-P068-Surprise-000.jpg,P068,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10233,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Surprise/007.jpeg,007.jpeg,oulucasia-P068-Surprise-007.jpg,P068,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10234,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Surprise/009.jpeg,009.jpeg,oulucasia-P068-Surprise-009.jpg,P068,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10235,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Surprise/018.jpeg,018.jpeg,oulucasia-P068-Surprise-018.jpg,P068,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10236,oulucasia,nir,data/B_OriginalImg/NI/Strong/P068/Surprise/011.jpeg,011.jpeg,oulucasia-P068-Surprise-011.jpg,P068,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10237,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Anger/007.jpeg,007.jpeg,oulucasia-P069-Anger-007.jpg,P069,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10238,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Anger/018.jpeg,018.jpeg,oulucasia-P069-Anger-018.jpg,P069,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10239,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Anger/006.jpeg,006.jpeg,oulucasia-P069-Anger-006.jpg,P069,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10240,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Anger/023.jpeg,023.jpeg,oulucasia-P069-Anger-023.jpg,P069,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10241,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Anger/012.jpeg,012.jpeg,oulucasia-P069-Anger-012.jpg,P069,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10242,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Disgust/017.jpeg,017.jpeg,oulucasia-P069-Disgust-017.jpg,P069,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10243,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Disgust/005.jpeg,005.jpeg,oulucasia-P069-Disgust-005.jpg,P069,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10244,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Disgust/007.jpeg,007.jpeg,oulucasia-P069-Disgust-007.jpg,P069,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10245,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Disgust/002.jpeg,002.jpeg,oulucasia-P069-Disgust-002.jpg,P069,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10246,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Disgust/015.jpeg,015.jpeg,oulucasia-P069-Disgust-015.jpg,P069,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10247,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Fear/011.jpeg,011.jpeg,oulucasia-P069-Fear-011.jpg,P069,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10248,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Fear/014.jpeg,014.jpeg,oulucasia-P069-Fear-014.jpg,P069,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10249,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Fear/009.jpeg,009.jpeg,oulucasia-P069-Fear-009.jpg,P069,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10250,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Fear/015.jpeg,015.jpeg,oulucasia-P069-Fear-015.jpg,P069,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10251,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Fear/007.jpeg,007.jpeg,oulucasia-P069-Fear-007.jpg,P069,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10252,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Happiness/002.jpeg,002.jpeg,oulucasia-P069-Happiness-002.jpg,P069,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10253,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Happiness/006.jpeg,006.jpeg,oulucasia-P069-Happiness-006.jpg,P069,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10254,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Happiness/001.jpeg,001.jpeg,oulucasia-P069-Happiness-001.jpg,P069,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10255,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Happiness/012.jpeg,012.jpeg,oulucasia-P069-Happiness-012.jpg,P069,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10256,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Happiness/000.jpeg,000.jpeg,oulucasia-P069-Happiness-000.jpg,P069,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10257,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Sadness/012.jpeg,012.jpeg,oulucasia-P069-Sadness-012.jpg,P069,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10258,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Sadness/016.jpeg,016.jpeg,oulucasia-P069-Sadness-016.jpg,P069,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10259,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Sadness/007.jpeg,007.jpeg,oulucasia-P069-Sadness-007.jpg,P069,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10260,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Sadness/017.jpeg,017.jpeg,oulucasia-P069-Sadness-017.jpg,P069,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10261,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Sadness/019.jpeg,019.jpeg,oulucasia-P069-Sadness-019.jpg,P069,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10262,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Surprise/012.jpeg,012.jpeg,oulucasia-P069-Surprise-012.jpg,P069,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10263,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Surprise/006.jpeg,006.jpeg,oulucasia-P069-Surprise-006.jpg,P069,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10264,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Surprise/007.jpeg,007.jpeg,oulucasia-P069-Surprise-007.jpg,P069,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10265,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Surprise/020.jpeg,020.jpeg,oulucasia-P069-Surprise-020.jpg,P069,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10266,oulucasia,nir,data/B_OriginalImg/NI/Strong/P069/Surprise/003.jpeg,003.jpeg,oulucasia-P069-Surprise-003.jpg,P069,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10267,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Anger/018.jpeg,018.jpeg,oulucasia-P070-Anger-018.jpg,P070,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10268,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Anger/006.jpeg,006.jpeg,oulucasia-P070-Anger-006.jpg,P070,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10269,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Anger/007.jpeg,007.jpeg,oulucasia-P070-Anger-007.jpg,P070,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10270,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Anger/015.jpeg,015.jpeg,oulucasia-P070-Anger-015.jpg,P070,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10271,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Anger/016.jpeg,016.jpeg,oulucasia-P070-Anger-016.jpg,P070,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10272,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Disgust/010.jpeg,010.jpeg,oulucasia-P070-Disgust-010.jpg,P070,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10273,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Disgust/022.jpeg,022.jpeg,oulucasia-P070-Disgust-022.jpg,P070,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10274,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Disgust/020.jpeg,020.jpeg,oulucasia-P070-Disgust-020.jpg,P070,Disgust,jpeg,mongo,5.0,-0.6,0.35,Disgust,,,,,,,jpg
10275,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Disgust/003.jpeg,003.jpeg,oulucasia-P070-Disgust-003.jpg,P070,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10276,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Disgust/005.jpeg,005.jpeg,oulucasia-P070-Disgust-005.jpg,P070,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10277,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Fear/002.jpeg,002.jpeg,oulucasia-P070-Fear-002.jpg,P070,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10278,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Fear/000.jpeg,000.jpeg,oulucasia-P070-Fear-000.jpg,P070,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10279,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Fear/003.jpeg,003.jpeg,oulucasia-P070-Fear-003.jpg,P070,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10280,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Fear/011.jpeg,011.jpeg,oulucasia-P070-Fear-011.jpg,P070,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10281,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Fear/017.jpeg,017.jpeg,oulucasia-P070-Fear-017.jpg,P070,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10282,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Happiness/018.jpeg,018.jpeg,oulucasia-P070-Happiness-018.jpg,P070,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10283,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Happiness/016.jpeg,016.jpeg,oulucasia-P070-Happiness-016.jpg,P070,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10284,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Happiness/006.jpeg,006.jpeg,oulucasia-P070-Happiness-006.jpg,P070,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10285,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Happiness/008.jpeg,008.jpeg,oulucasia-P070-Happiness-008.jpg,P070,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10286,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Happiness/017.jpeg,017.jpeg,oulucasia-P070-Happiness-017.jpg,P070,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10287,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Sadness/001.jpeg,001.jpeg,oulucasia-P070-Sadness-001.jpg,P070,Sadness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10288,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Sadness/011.jpeg,011.jpeg,oulucasia-P070-Sadness-011.jpg,P070,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10289,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Sadness/020.jpeg,020.jpeg,oulucasia-P070-Sadness-020.jpg,P070,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10290,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Sadness/010.jpeg,010.jpeg,oulucasia-P070-Sadness-010.jpg,P070,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10291,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Sadness/017.jpeg,017.jpeg,oulucasia-P070-Sadness-017.jpg,P070,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10292,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Surprise/019.jpeg,019.jpeg,oulucasia-P070-Surprise-019.jpg,P070,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10293,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Surprise/000.jpeg,000.jpeg,oulucasia-P070-Surprise-000.jpg,P070,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10294,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Surprise/014.jpeg,014.jpeg,oulucasia-P070-Surprise-014.jpg,P070,Surprise,jpeg,mongo,3.0,0.2,0.335,Surprise,,,,,,,jpg
10295,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Surprise/017.jpeg,017.jpeg,oulucasia-P070-Surprise-017.jpg,P070,Surprise,jpeg,mongo,3.0,0.4,0.67,Surprise,,,,,,,jpg
10296,oulucasia,nir,data/B_OriginalImg/NI/Strong/P070/Surprise/002.jpeg,002.jpeg,oulucasia-P070-Surprise-002.jpg,P070,Surprise,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10297,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Anger/009.jpeg,009.jpeg,oulucasia-P071-Anger-009.jpg,P071,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10298,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Anger/021.jpeg,021.jpeg,oulucasia-P071-Anger-021.jpg,P071,Anger,jpeg,mongo,6.0,-0.51,0.59,Anger,,,,,,,jpg
10299,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Anger/010.jpeg,010.jpeg,oulucasia-P071-Anger-010.jpg,P071,Anger,jpeg,mongo,6.0,-0.255,0.295,Anger,,,,,,,jpg
10300,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Anger/003.jpeg,003.jpeg,oulucasia-P071-Anger-003.jpg,P071,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10301,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Anger/004.jpeg,004.jpeg,oulucasia-P071-Anger-004.jpg,P071,Anger,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10302,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Disgust/004.jpeg,004.jpeg,oulucasia-P071-Disgust-004.jpg,P071,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10303,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Disgust/009.jpeg,009.jpeg,oulucasia-P071-Disgust-009.jpg,P071,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10304,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Disgust/012.jpeg,012.jpeg,oulucasia-P071-Disgust-012.jpg,P071,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10305,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Disgust/006.jpeg,006.jpeg,oulucasia-P071-Disgust-006.jpg,P071,Disgust,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10306,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Disgust/008.jpeg,008.jpeg,oulucasia-P071-Disgust-008.jpg,P071,Disgust,jpeg,mongo,5.0,-0.3,0.175,Disgust,,,,,,,jpg
10307,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Fear/005.jpeg,005.jpeg,oulucasia-P071-Fear-005.jpg,P071,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10308,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Fear/017.jpeg,017.jpeg,oulucasia-P071-Fear-017.jpg,P071,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10309,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Fear/023.jpeg,023.jpeg,oulucasia-P071-Fear-023.jpg,P071,Fear,jpeg,mongo,4.0,-0.64,0.6,Fear,,,,,,,jpg
10310,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Fear/012.jpeg,012.jpeg,oulucasia-P071-Fear-012.jpg,P071,Fear,jpeg,mongo,4.0,-0.32,0.3,Fear,,,,,,,jpg
10311,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Fear/004.jpeg,004.jpeg,oulucasia-P071-Fear-004.jpg,P071,Fear,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10312,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Happiness/013.jpeg,013.jpeg,oulucasia-P071-Happiness-013.jpg,P071,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10313,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Happiness/000.jpeg,000.jpeg,oulucasia-P071-Happiness-000.jpg,P071,Happiness,jpeg,mongo,0.0,0.0,0.0,Neutral,,,,,,,jpg
10314,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Happiness/019.jpeg,019.jpeg,oulucasia-P071-Happiness-019.jpg,P071,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10315,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Happiness/012.jpeg,012.jpeg,oulucasia-P071-Happiness-012.jpg,P071,Happiness,jpeg,mongo,1.0,0.405,0.255,Happy,,,,,,,jpg
10316,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Happiness/016.jpeg,016.jpeg,oulucasia-P071-Happiness-016.jpg,P071,Happiness,jpeg,mongo,1.0,0.81,0.51,Happy,,,,,,,jpg
10317,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Sadness/013.jpeg,013.jpeg,oulucasia-P071-Sadness-013.jpg,P071,Sadness,jpeg,mongo,2.0,-0.315,-0.135,Sad,,,,,,,jpg
10318,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Sadness/023.jpeg,023.jpeg,oulucasia-P071-Sadness-023.jpg,P071,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
10319,oulucasia,nir,data/B_OriginalImg/NI/Strong/P071/Sadness/022.jpeg,022.jpeg,oulucasia-P071-Sadness-022.jpg,P071,Sadness,jpeg,mongo,2.0,-0.63,-0.27,Sad,,,,,,,jpg
