,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
8964,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Happiness/003.jpeg,003.jpeg,oulucasia-P026-Happiness-003.jpg,P026,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8965,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Happiness/011.jpeg,011.jpeg,oulucasia-P026-Happiness-011.jpg,P026,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8966,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Happiness/014.jpeg,014.jpeg,oulucasia-P026-Happiness-014.jpg,P026,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8967,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Sadness/015.jpeg,015.jpeg,oulucasia-P026-Sadness-015.jpg,P026,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8968,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Sadness/020.jpeg,020.jpeg,oulucasia-P026-Sadness-020.jpg,P026,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8969,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Sadness/019.jpeg,019.jpeg,oulucasia-P026-Sadness-019.jpg,P026,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8970,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Sadness/022.jpeg,022.jpeg,oulucasia-P026-Sadness-022.jpg,P026,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
8971,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Sadness/009.jpeg,009.jpeg,oulucasia-P026-Sadness-009.jpg,P026,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
8972,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Surprise/020.jpeg,020.jpeg,oulucasia-P026-Surprise-020.jpg,P026,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8973,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Surprise/019.jpeg,019.jpeg,oulucasia-P026-Surprise-019.jpg,P026,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8974,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Surprise/012.jpeg,012.jpeg,oulucasia-P026-Surprise-012.jpg,P026,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
8975,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Surprise/017.jpeg,017.jpeg,oulucasia-P026-Surprise-017.jpg,P026,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8976,oulucasia,nir,data/B_OriginalImg/NI/Strong/P026/Surprise/018.jpeg,018.jpeg,oulucasia-P026-Surprise-018.jpg,P026,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
8977,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Anger/017.jpeg,017.jpeg,oulucasia-P027-Anger-017.jpg,P027,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8978,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Anger/014.jpeg,014.jpeg,oulucasia-P027-Anger-014.jpg,P027,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8979,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Anger/001.jpeg,001.jpeg,oulucasia-P027-Anger-001.jpg,P027,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8980,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Anger/007.jpeg,007.jpeg,oulucasia-P027-Anger-007.jpg,P027,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8981,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Anger/016.jpeg,016.jpeg,oulucasia-P027-Anger-016.jpg,P027,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
8982,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Disgust/020.jpeg,020.jpeg,oulucasia-P027-Disgust-020.jpg,P027,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
8983,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Disgust/010.jpeg,010.jpeg,oulucasia-P027-Disgust-010.jpg,P027,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
8984,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Disgust/005.jpeg,005.jpeg,oulucasia-P027-Disgust-005.jpg,P027,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8985,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Disgust/003.jpeg,003.jpeg,oulucasia-P027-Disgust-003.jpg,P027,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8986,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Disgust/000.jpeg,000.jpeg,oulucasia-P027-Disgust-000.jpg,P027,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8987,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Fear/005.jpeg,005.jpeg,oulucasia-P027-Fear-005.jpg,P027,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8988,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Fear/019.jpeg,019.jpeg,oulucasia-P027-Fear-019.jpg,P027,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8989,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Fear/022.jpeg,022.jpeg,oulucasia-P027-Fear-022.jpg,P027,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8990,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Fear/014.jpeg,014.jpeg,oulucasia-P027-Fear-014.jpg,P027,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8991,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Fear/020.jpeg,020.jpeg,oulucasia-P027-Fear-020.jpg,P027,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
8992,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Happiness/013.jpeg,013.jpeg,oulucasia-P027-Happiness-013.jpg,P027,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8993,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Happiness/011.jpeg,011.jpeg,oulucasia-P027-Happiness-011.jpg,P027,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8994,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Happiness/014.jpeg,014.jpeg,oulucasia-P027-Happiness-014.jpg,P027,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8995,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Happiness/012.jpeg,012.jpeg,oulucasia-P027-Happiness-012.jpg,P027,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8996,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Happiness/007.jpeg,007.jpeg,oulucasia-P027-Happiness-007.jpg,P027,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
8997,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Sadness/003.jpeg,003.jpeg,oulucasia-P027-Sadness-003.jpg,P027,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8998,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Sadness/001.jpeg,001.jpeg,oulucasia-P027-Sadness-001.jpg,P027,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
8999,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Sadness/008.jpeg,008.jpeg,oulucasia-P027-Sadness-008.jpg,P027,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9000,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Sadness/013.jpeg,013.jpeg,oulucasia-P027-Sadness-013.jpg,P027,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9001,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Sadness/006.jpeg,006.jpeg,oulucasia-P027-Sadness-006.jpg,P027,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9002,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Surprise/001.jpeg,001.jpeg,oulucasia-P027-Surprise-001.jpg,P027,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9003,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Surprise/007.jpeg,007.jpeg,oulucasia-P027-Surprise-007.jpg,P027,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9004,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Surprise/003.jpeg,003.jpeg,oulucasia-P027-Surprise-003.jpg,P027,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9005,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Surprise/019.jpeg,019.jpeg,oulucasia-P027-Surprise-019.jpg,P027,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
9006,oulucasia,nir,data/B_OriginalImg/NI/Strong/P027/Surprise/016.jpeg,016.jpeg,oulucasia-P027-Surprise-016.jpg,P027,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
9007,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Anger/019.jpeg,019.jpeg,oulucasia-P028-Anger-019.jpg,P028,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
9008,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Anger/009.jpeg,009.jpeg,oulucasia-P028-Anger-009.jpg,P028,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
9009,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Anger/003.jpeg,003.jpeg,oulucasia-P028-Anger-003.jpg,P028,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9010,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Anger/004.jpeg,004.jpeg,oulucasia-P028-Anger-004.jpg,P028,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9011,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Anger/001.jpeg,001.jpeg,oulucasia-P028-Anger-001.jpg,P028,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9012,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Disgust/002.jpeg,002.jpeg,oulucasia-P028-Disgust-002.jpg,P028,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9013,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Disgust/013.jpeg,013.jpeg,oulucasia-P028-Disgust-013.jpg,P028,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
9014,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Disgust/006.jpeg,006.jpeg,oulucasia-P028-Disgust-006.jpg,P028,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
9015,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Disgust/000.jpeg,000.jpeg,oulucasia-P028-Disgust-000.jpg,P028,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9016,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Disgust/001.jpeg,001.jpeg,oulucasia-P028-Disgust-001.jpg,P028,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9017,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Fear/015.jpeg,015.jpeg,oulucasia-P028-Fear-015.jpg,P028,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9018,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Fear/013.jpeg,013.jpeg,oulucasia-P028-Fear-013.jpg,P028,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9019,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Fear/000.jpeg,000.jpeg,oulucasia-P028-Fear-000.jpg,P028,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9020,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Fear/009.jpeg,009.jpeg,oulucasia-P028-Fear-009.jpg,P028,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9021,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Fear/030.jpeg,030.jpeg,oulucasia-P028-Fear-030.jpg,P028,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
9022,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Happiness/033.jpeg,033.jpeg,oulucasia-P028-Happiness-033.jpg,P028,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
9023,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Happiness/010.jpeg,010.jpeg,oulucasia-P028-Happiness-010.jpg,P028,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
9024,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Happiness/003.jpeg,003.jpeg,oulucasia-P028-Happiness-003.jpg,P028,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9025,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Happiness/020.jpeg,020.jpeg,oulucasia-P028-Happiness-020.jpg,P028,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
9026,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Happiness/018.jpeg,018.jpeg,oulucasia-P028-Happiness-018.jpg,P028,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
9027,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Sadness/015.jpeg,015.jpeg,oulucasia-P028-Sadness-015.jpg,P028,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
9028,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Sadness/008.jpeg,008.jpeg,oulucasia-P028-Sadness-008.jpg,P028,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9029,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Sadness/018.jpeg,018.jpeg,oulucasia-P028-Sadness-018.jpg,P028,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
9030,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Sadness/009.jpeg,009.jpeg,oulucasia-P028-Sadness-009.jpg,P028,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9031,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Sadness/014.jpeg,014.jpeg,oulucasia-P028-Sadness-014.jpg,P028,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9032,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Surprise/015.jpeg,015.jpeg,oulucasia-P028-Surprise-015.jpg,P028,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
9033,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Surprise/012.jpeg,012.jpeg,oulucasia-P028-Surprise-012.jpg,P028,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
9034,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Surprise/005.jpeg,005.jpeg,oulucasia-P028-Surprise-005.jpg,P028,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
9035,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Surprise/000.jpeg,000.jpeg,oulucasia-P028-Surprise-000.jpg,P028,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9036,oulucasia,nir,data/B_OriginalImg/NI/Strong/P028/Surprise/010.jpeg,010.jpeg,oulucasia-P028-Surprise-010.jpg,P028,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
9037,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Anger/020.jpeg,020.jpeg,oulucasia-P029-Anger-020.jpg,P029,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
9038,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Anger/018.jpeg,018.jpeg,oulucasia-P029-Anger-018.jpg,P029,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
9039,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Anger/023.jpeg,023.jpeg,oulucasia-P029-Anger-023.jpg,P029,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
9040,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Anger/014.jpeg,014.jpeg,oulucasia-P029-Anger-014.jpg,P029,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
9041,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Anger/021.jpeg,021.jpeg,oulucasia-P029-Anger-021.jpg,P029,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
9042,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Disgust/012.jpeg,012.jpeg,oulucasia-P029-Disgust-012.jpg,P029,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
9043,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Disgust/006.jpeg,006.jpeg,oulucasia-P029-Disgust-006.jpg,P029,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
9044,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Disgust/001.jpeg,001.jpeg,oulucasia-P029-Disgust-001.jpg,P029,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9045,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Disgust/017.jpeg,017.jpeg,oulucasia-P029-Disgust-017.jpg,P029,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
9046,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Disgust/005.jpeg,005.jpeg,oulucasia-P029-Disgust-005.jpg,P029,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
9047,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Fear/007.jpeg,007.jpeg,oulucasia-P029-Fear-007.jpg,P029,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9048,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Fear/025.jpeg,025.jpeg,oulucasia-P029-Fear-025.jpg,P029,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
9049,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Fear/019.jpeg,019.jpeg,oulucasia-P029-Fear-019.jpg,P029,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9050,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Fear/023.jpeg,023.jpeg,oulucasia-P029-Fear-023.jpg,P029,Fear,jpeg,cauca,4.0,-0.64,0.6,Fear,,,,,,,jpg,train
9051,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Fear/016.jpeg,016.jpeg,oulucasia-P029-Fear-016.jpg,P029,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9052,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Happiness/016.jpeg,016.jpeg,oulucasia-P029-Happiness-016.jpg,P029,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
9053,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Happiness/001.jpeg,001.jpeg,oulucasia-P029-Happiness-001.jpg,P029,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9054,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Happiness/010.jpeg,010.jpeg,oulucasia-P029-Happiness-010.jpg,P029,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
9055,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Happiness/011.jpeg,011.jpeg,oulucasia-P029-Happiness-011.jpg,P029,Happiness,jpeg,cauca,1.0,0.405,0.255,Happy,,,,,,,jpg,train
9056,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Happiness/015.jpeg,015.jpeg,oulucasia-P029-Happiness-015.jpg,P029,Happiness,jpeg,cauca,1.0,0.81,0.51,Happy,,,,,,,jpg,train
9057,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Sadness/007.jpeg,007.jpeg,oulucasia-P029-Sadness-007.jpg,P029,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9058,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Sadness/011.jpeg,011.jpeg,oulucasia-P029-Sadness-011.jpg,P029,Sadness,jpeg,cauca,2.0,-0.63,-0.27,Sad,,,,,,,jpg,train
9059,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Sadness/000.jpeg,000.jpeg,oulucasia-P029-Sadness-000.jpg,P029,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9060,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Sadness/003.jpeg,003.jpeg,oulucasia-P029-Sadness-003.jpg,P029,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9061,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Sadness/006.jpeg,006.jpeg,oulucasia-P029-Sadness-006.jpg,P029,Sadness,jpeg,cauca,2.0,-0.315,-0.135,Sad,,,,,,,jpg,train
9062,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Surprise/021.jpeg,021.jpeg,oulucasia-P029-Surprise-021.jpg,P029,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
9063,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Surprise/019.jpeg,019.jpeg,oulucasia-P029-Surprise-019.jpg,P029,Surprise,jpeg,cauca,3.0,0.2,0.335,Surprise,,,,,,,jpg,train
9064,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Surprise/000.jpeg,000.jpeg,oulucasia-P029-Surprise-000.jpg,P029,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9065,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Surprise/005.jpeg,005.jpeg,oulucasia-P029-Surprise-005.jpg,P029,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9066,oulucasia,nir,data/B_OriginalImg/NI/Strong/P029/Surprise/027.jpeg,027.jpeg,oulucasia-P029-Surprise-027.jpg,P029,Surprise,jpeg,cauca,3.0,0.4,0.67,Surprise,,,,,,,jpg,train
9067,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Anger/014.jpeg,014.jpeg,oulucasia-P030-Anger-014.jpg,P030,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
9068,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Anger/012.jpeg,012.jpeg,oulucasia-P030-Anger-012.jpg,P030,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
9069,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Anger/019.jpeg,019.jpeg,oulucasia-P030-Anger-019.jpg,P030,Anger,jpeg,cauca,6.0,-0.51,0.59,Anger,,,,,,,jpg,train
9070,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Anger/007.jpeg,007.jpeg,oulucasia-P030-Anger-007.jpg,P030,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
9071,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Anger/008.jpeg,008.jpeg,oulucasia-P030-Anger-008.jpg,P030,Anger,jpeg,cauca,6.0,-0.255,0.295,Anger,,,,,,,jpg,train
9072,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Disgust/015.jpeg,015.jpeg,oulucasia-P030-Disgust-015.jpg,P030,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
9073,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Disgust/014.jpeg,014.jpeg,oulucasia-P030-Disgust-014.jpg,P030,Disgust,jpeg,cauca,5.0,-0.3,0.175,Disgust,,,,,,,jpg,train
9074,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Disgust/021.jpeg,021.jpeg,oulucasia-P030-Disgust-021.jpg,P030,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
9075,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Disgust/020.jpeg,020.jpeg,oulucasia-P030-Disgust-020.jpg,P030,Disgust,jpeg,cauca,5.0,-0.6,0.35,Disgust,,,,,,,jpg,train
9076,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Disgust/003.jpeg,003.jpeg,oulucasia-P030-Disgust-003.jpg,P030,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9077,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Fear/006.jpeg,006.jpeg,oulucasia-P030-Fear-006.jpg,P030,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,,,,jpg,train
9078,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Fear/018.jpeg,018.jpeg,oulucasia-P030-Fear-018.jpg,P030,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9079,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Fear/016.jpeg,016.jpeg,oulucasia-P030-Fear-016.jpg,P030,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9080,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Fear/012.jpeg,012.jpeg,oulucasia-P030-Fear-012.jpg,P030,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
9081,oulucasia,nir,data/B_OriginalImg/NI/Strong/P030/Fear/009.jpeg,009.jpeg,oulucasia-P030-Fear-009.jpg,P030,Fear,jpeg,cauca,4.0,-0.32,0.3,Fear,,,,,,,jpg,train
